date,state,cases,deaths,day,month,year,POP2020,abbr,full_name
2020-01-21,Washington,1,0,21,01,20,7693612,WA,Washington
2020-01-22,Washington,1,0,22,01,20,7693612,WA,Washington
2020-01-23,Washington,1,0,23,01,20,7693612,WA,Washington
2020-01-24,Washington,1,0,24,01,20,7693612,WA,Washington
2020-01-25,Washington,1,0,25,01,20,7693612,WA,Washington
2020-01-26,Washington,1,0,26,01,20,7693612,WA,Washington
2020-01-27,Washington,1,0,27,01,20,7693612,WA,Washington
2020-01-28,Washington,1,0,28,01,20,7693612,WA,Washington
2020-01-29,Washington,1,0,29,01,20,7693612,WA,Washington
2020-01-30,Washington,1,0,30,01,20,7693612,WA,Washington
2020-01-31,Washington,1,0,31,01,20,7693612,WA,Washington
2020-02-01,Washington,1,0,01,02,20,7693612,WA,Washington
2020-02-02,Washington,1,0,02,02,20,7693612,WA,Washington
2020-02-03,Washington,1,0,03,02,20,7693612,WA,Washington
2020-02-04,Washington,1,0,04,02,20,7693612,WA,Washington
2020-02-05,Washington,1,0,05,02,20,7693612,WA,Washington
2020-02-06,Washington,1,0,06,02,20,7693612,WA,Washington
2020-02-07,Washington,1,0,07,02,20,7693612,WA,Washington
2020-02-08,Washington,1,0,08,02,20,7693612,WA,Washington
2020-02-09,Washington,1,0,09,02,20,7693612,WA,Washington
2020-02-10,Washington,1,0,10,02,20,7693612,WA,Washington
2020-02-11,Washington,1,0,11,02,20,7693612,WA,Washington
2020-02-12,Washington,1,0,12,02,20,7693612,WA,Washington
2020-02-13,Washington,1,0,13,02,20,7693612,WA,Washington
2020-02-14,Washington,1,0,14,02,20,7693612,WA,Washington
2020-02-15,Washington,1,0,15,02,20,7693612,WA,Washington
2020-02-16,Washington,1,0,16,02,20,7693612,WA,Washington
2020-02-17,Washington,1,0,17,02,20,7693612,WA,Washington
2020-02-18,Washington,1,0,18,02,20,7693612,WA,Washington
2020-02-19,Washington,1,0,19,02,20,7693612,WA,Washington
2020-02-20,Washington,1,0,20,02,20,7693612,WA,Washington
2020-02-21,Washington,1,0,21,02,20,7693612,WA,Washington
2020-02-22,Washington,1,0,22,02,20,7693612,WA,Washington
2020-02-23,Washington,1,0,23,02,20,7693612,WA,Washington
2020-02-24,Washington,5,0,24,02,20,7693612,WA,Washington
2020-02-25,Washington,5,0,25,02,20,7693612,WA,Washington
2020-02-26,Washington,5,0,26,02,20,7693612,WA,Washington
2020-02-27,Washington,5,0,27,02,20,7693612,WA,Washington
2020-02-28,Washington,7,0,28,02,20,7693612,WA,Washington
2020-02-29,Washington,10,1,29,02,20,7693612,WA,Washington
2020-03-01,Washington,17,3,01,03,20,7693612,WA,Washington
2020-03-02,Washington,23,6,02,03,20,7693612,WA,Washington
2020-03-03,Washington,32,10,03,03,20,7693612,WA,Washington
2020-03-04,Washington,47,11,04,03,20,7693612,WA,Washington
2020-03-05,Washington,75,11,05,03,20,7693612,WA,Washington
2020-03-06,Washington,86,12,06,03,20,7693612,WA,Washington
2020-03-07,Washington,110,16,07,03,20,7693612,WA,Washington
2020-03-08,Washington,141,19,08,03,20,7693612,WA,Washington
2020-03-09,Washington,179,22,09,03,20,7693612,WA,Washington
2020-03-10,Washington,279,24,10,03,20,7693612,WA,Washington
2020-03-11,Washington,338,29,11,03,20,7693612,WA,Washington
2020-03-12,Washington,419,32,12,03,20,7693612,WA,Washington
2020-03-13,Washington,511,37,13,03,20,7693612,WA,Washington
2020-03-14,Washington,609,40,14,03,20,7693612,WA,Washington
2020-03-15,Washington,675,42,15,03,20,7693612,WA,Washington
2020-03-16,Washington,794,48,16,03,20,7693612,WA,Washington
2020-03-17,Washington,908,54,17,03,20,7693612,WA,Washington
2020-03-18,Washington,1026,68,18,03,20,7693612,WA,Washington
2020-03-19,Washington,1228,75,19,03,20,7693612,WA,Washington
2020-03-20,Washington,1404,83,20,03,20,7693612,WA,Washington
2020-03-21,Washington,1655,95,21,03,20,7693612,WA,Washington
2020-03-22,Washington,1844,97,22,03,20,7693612,WA,Washington
2020-03-23,Washington,2101,110,23,03,20,7693612,WA,Washington
2020-03-24,Washington,2469,123,24,03,20,7693612,WA,Washington
2020-03-25,Washington,2585,130,25,03,20,7693612,WA,Washington
2020-03-26,Washington,3208,152,26,03,20,7693612,WA,Washington
2020-03-27,Washington,3770,179,27,03,20,7693612,WA,Washington
2020-03-28,Washington,4311,193,28,03,20,7693612,WA,Washington
2020-03-29,Washington,4897,209,29,03,20,7693612,WA,Washington
2020-03-30,Washington,5180,221,30,03,20,7693612,WA,Washington
2020-03-31,Washington,5293,226,31,03,20,7693612,WA,Washington
2020-04-01,Washington,5589,250,01,04,20,7693612,WA,Washington
2020-04-02,Washington,6586,272,02,04,20,7693612,WA,Washington
2020-04-03,Washington,6967,293,03,04,20,7693612,WA,Washington
2020-04-04,Washington,7499,318,04,04,20,7693612,WA,Washington
2020-04-05,Washington,7985,344,05,04,20,7693612,WA,Washington
2020-04-06,Washington,8385,383,06,04,20,7693612,WA,Washington
2020-04-07,Washington,8683,409,07,04,20,7693612,WA,Washington
2020-04-08,Washington,9098,430,08,04,20,7693612,WA,Washington
2020-04-09,Washington,9609,456,09,04,20,7693612,WA,Washington
2020-04-10,Washington,9888,483,10,04,20,7693612,WA,Washington
2020-04-11,Washington,10227,498,11,04,20,7693612,WA,Washington
2020-04-12,Washington,10414,511,12,04,20,7693612,WA,Washington
2020-04-13,Washington,10547,525,13,04,20,7693612,WA,Washington
2020-04-14,Washington,10711,552,14,04,20,7693612,WA,Washington
2020-04-15,Washington,10806,572,15,04,20,7693612,WA,Washington
2020-04-16,Washington,11180,588,16,04,20,7693612,WA,Washington
2020-04-17,Washington,11479,610,17,04,20,7693612,WA,Washington
2020-04-18,Washington,11850,629,18,04,20,7693612,WA,Washington
2020-04-19,Washington,11864,637,19,04,20,7693612,WA,Washington
2020-04-20,Washington,12255,661,20,04,20,7693612,WA,Washington
2020-04-21,Washington,12410,683,21,04,20,7693612,WA,Washington
2020-04-22,Washington,12606,696,22,04,20,7693612,WA,Washington
2020-04-23,Washington,12981,717,23,04,20,7693612,WA,Washington
2020-04-24,Washington,13197,731,24,04,20,7693612,WA,Washington
2020-04-25,Washington,13565,743,25,04,20,7693612,WA,Washington
2020-04-26,Washington,13744,757,26,04,20,7693612,WA,Washington
2020-04-27,Washington,13958,771,27,04,20,7693612,WA,Washington
2020-04-28,Washington,14165,792,28,04,20,7693612,WA,Washington
2020-04-29,Washington,14490,805,29,04,20,7693612,WA,Washington
2020-04-30,Washington,14814,822,30,04,20,7693612,WA,Washington
2020-05-01,Washington,15134,829,01,05,20,7693612,WA,Washington
2020-05-02,Washington,15383,833,02,05,20,7693612,WA,Washington
2020-05-03,Washington,15943,840,03,05,20,7693612,WA,Washington
2020-05-04,Washington,16047,846,04,05,20,7693612,WA,Washington
2020-05-05,Washington,16234,863,05,05,20,7693612,WA,Washington
2020-05-06,Washington,16873,881,06,05,20,7693612,WA,Washington
2020-05-07,Washington,17187,903,07,05,20,7693612,WA,Washington
2020-05-08,Washington,17477,915,08,05,20,7693612,WA,Washington
2020-05-09,Washington,17629,925,09,05,20,7693612,WA,Washington
2020-05-10,Washington,17781,939,10,05,20,7693612,WA,Washington
2020-05-11,Washington,18172,957,11,05,20,7693612,WA,Washington
2020-05-12,Washington,18382,972,12,05,20,7693612,WA,Washington
2020-05-13,Washington,18492,977,13,05,20,7693612,WA,Washington
2020-05-14,Washington,18861,991,14,05,20,7693612,WA,Washington
2020-05-15,Washington,19131,1008,15,05,20,7693612,WA,Washington
2020-05-16,Washington,19336,1015,16,05,20,7693612,WA,Washington
2020-05-17,Washington,19514,1016,17,05,20,7693612,WA,Washington
2020-05-18,Washington,19756,1020,18,05,20,7693612,WA,Washington
2020-05-19,Washington,19988,1042,19,05,20,7693612,WA,Washington
2020-05-20,Washington,20110,1045,20,05,20,7693612,WA,Washington
2020-05-21,Washington,20280,1054,21,05,20,7693612,WA,Washington
2020-05-22,Washington,20526,1061,22,05,20,7693612,WA,Washington
2020-05-23,Washington,20740,1062,23,05,20,7693612,WA,Washington
2020-05-24,Washington,20989,1069,24,05,20,7693612,WA,Washington
2020-05-25,Washington,21265,1076,25,05,20,7693612,WA,Washington
2020-05-26,Washington,21538,1091,26,05,20,7693612,WA,Washington
2020-05-27,Washington,21825,1106,27,05,20,7693612,WA,Washington
2020-05-28,Washington,22091,1116,28,05,20,7693612,WA,Washington
2020-05-29,Washington,22377,1120,29,05,20,7693612,WA,Washington
2020-05-30,Washington,22618,1126,30,05,20,7693612,WA,Washington
2020-05-31,Washington,22814,1126,31,05,20,7693612,WA,Washington
2020-06-01,Washington,23272,1133,01,06,20,7693612,WA,Washington
2020-06-02,Washington,23608,1139,02,06,20,7693612,WA,Washington
2020-06-03,Washington,23776,1145,03,06,20,7693612,WA,Washington
2020-06-04,Washington,23999,1150,04,06,20,7693612,WA,Washington
2020-06-05,Washington,24546,1160,05,06,20,7693612,WA,Washington
2020-06-06,Washington,24767,1163,06,06,20,7693612,WA,Washington
2020-06-07,Washington,25064,1163,07,06,20,7693612,WA,Washington
2020-06-08,Washington,25593,1168,08,06,20,7693612,WA,Washington
2020-06-09,Washington,25796,1181,09,06,20,7693612,WA,Washington
2020-06-10,Washington,25940,1183,10,06,20,7693612,WA,Washington
2020-06-11,Washington,26172,1198,11,06,20,7693612,WA,Washington
2020-06-12,Washington,26576,1207,12,06,20,7693612,WA,Washington
2020-06-13,Washington,26920,1216,13,06,20,7693612,WA,Washington
2020-06-14,Washington,27135,1220,14,06,20,7693612,WA,Washington
2020-06-15,Washington,27577,1223,15,06,20,7693612,WA,Washington
2020-06-16,Washington,27949,1234,16,06,20,7693612,WA,Washington
2020-06-17,Washington,28270,1229,17,06,20,7693612,WA,Washington
2020-06-18,Washington,28663,1246,18,06,20,7693612,WA,Washington
2020-06-19,Washington,29045,1258,19,06,20,7693612,WA,Washington
2020-06-20,Washington,29466,1268,20,06,20,7693612,WA,Washington
2020-06-21,Washington,29797,1271,21,06,20,7693612,WA,Washington
2020-06-22,Washington,30443,1277,22,06,20,7693612,WA,Washington
2020-06-23,Washington,30778,1285,23,06,20,7693612,WA,Washington
2020-06-24,Washington,31400,1294,24,06,20,7693612,WA,Washington
2020-06-25,Washington,31998,1301,25,06,20,7693612,WA,Washington
2020-06-26,Washington,32489,1305,26,06,20,7693612,WA,Washington
2020-06-27,Washington,33031,1311,27,06,20,7693612,WA,Washington
2020-06-28,Washington,33341,1311,28,06,20,7693612,WA,Washington
2020-06-29,Washington,34036,1321,29,06,20,7693612,WA,Washington
2020-06-30,Washington,34541,1333,30,06,20,7693612,WA,Washington
2020-07-01,Washington,35258,1340,01,07,20,7693612,WA,Washington
2020-07-02,Washington,35921,1343,02,07,20,7693612,WA,Washington
2020-07-03,Washington,36417,1353,03,07,20,7693612,WA,Washington
2020-07-04,Washington,36799,1355,04,07,20,7693612,WA,Washington
2020-07-05,Washington,37468,1360,05,07,20,7693612,WA,Washington
2020-07-06,Washington,38517,1370,06,07,20,7693612,WA,Washington
2020-07-07,Washington,39063,1385,07,07,20,7693612,WA,Washington
2020-07-08,Washington,39661,1395,08,07,20,7693612,WA,Washington
2020-07-09,Washington,40369,1410,09,07,20,7693612,WA,Washington
2020-07-10,Washington,41090,1426,10,07,20,7693612,WA,Washington
2020-07-11,Washington,41326,1426,11,07,20,7693612,WA,Washington
2020-07-12,Washington,42181,1438,12,07,20,7693612,WA,Washington
2020-07-13,Washington,43538,1439,13,07,20,7693612,WA,Washington
2020-07-14,Washington,44257,1465,14,07,20,7693612,WA,Washington
2020-07-15,Washington,45004,1486,15,07,20,7693612,WA,Washington
2020-07-16,Washington,46268,1492,16,07,20,7693612,WA,Washington
2020-07-17,Washington,47226,1498,17,07,20,7693612,WA,Washington
2020-07-18,Washington,47889,1509,18,07,20,7693612,WA,Washington
2020-07-19,Washington,48601,1512,19,07,20,7693612,WA,Washington
2020-07-20,Washington,49949,1521,20,07,20,7693612,WA,Washington
2020-07-21,Washington,50746,1531,21,07,20,7693612,WA,Washington
2020-07-22,Washington,51442,1534,22,07,20,7693612,WA,Washington
2020-07-23,Washington,52255,1548,23,07,20,7693612,WA,Washington
2020-07-24,Washington,53278,1590,24,07,20,7693612,WA,Washington
2020-07-25,Washington,53883,1591,25,07,20,7693612,WA,Washington
2020-07-26,Washington,54421,1595,26,07,20,7693612,WA,Washington
2020-07-27,Washington,55547,1610,27,07,20,7693612,WA,Washington
2020-07-28,Washington,56575,1632,28,07,20,7693612,WA,Washington
2020-07-29,Washington,57299,1642,29,07,20,7693612,WA,Washington
2020-07-30,Washington,58099,1652,30,07,20,7693612,WA,Washington
2020-07-31,Washington,58725,1653,31,07,20,7693612,WA,Washington
2020-08-01,Washington,59648,1675,01,08,20,7693612,WA,Washington
2020-08-02,Washington,60160,1679,02,08,20,7693612,WA,Washington
2020-08-03,Washington,61011,1684,03,08,20,7693612,WA,Washington
2020-08-04,Washington,61828,1705,04,08,20,7693612,WA,Washington
2020-08-05,Washington,62389,1704,05,08,20,7693612,WA,Washington
2020-08-06,Washington,63056,1715,06,08,20,7693612,WA,Washington
2020-08-07,Washington,63975,1743,07,08,20,7693612,WA,Washington
2020-08-08,Washington,64346,1751,08,08,20,7693612,WA,Washington
2020-08-09,Washington,65248,1773,09,08,20,7693612,WA,Washington
2020-08-10,Washington,66225,1780,10,08,20,7693612,WA,Washington
2020-08-11,Washington,66619,1785,11,08,20,7693612,WA,Washington
2020-08-12,Washington,67170,1788,12,08,20,7693612,WA,Washington
2020-08-13,Washington,68095,1822,13,08,20,7693612,WA,Washington
2020-08-14,Washington,68581,1825,14,08,20,7693612,WA,Washington
2020-08-15,Washington,69136,1842,15,08,20,7693612,WA,Washington
2020-08-16,Washington,69894,1861,16,08,20,7693612,WA,Washington
2020-08-17,Washington,70509,1869,17,08,20,7693612,WA,Washington
2020-08-18,Washington,71032,1895,18,08,20,7693612,WA,Washington
2020-08-19,Washington,71594,1910,19,08,20,7693612,WA,Washington
2020-08-20,Washington,72284,1924,20,08,20,7693612,WA,Washington
2020-08-21,Washington,72787,1937,21,08,20,7693612,WA,Washington
2020-08-22,Washington,73353,1944,22,08,20,7693612,WA,Washington
2020-08-23,Washington,73745,1948,23,08,20,7693612,WA,Washington
2020-08-24,Washington,74292,1953,24,08,20,7693612,WA,Washington
2020-08-25,Washington,74634,1962,25,08,20,7693612,WA,Washington
2020-08-26,Washington,75207,1968,26,08,20,7693612,WA,Washington
2020-08-27,Washington,75752,1977,27,08,20,7693612,WA,Washington
2020-08-28,Washington,76397,1992,28,08,20,7693612,WA,Washington
2020-08-29,Washington,76834,1992,29,08,20,7693612,WA,Washington
2020-08-30,Washington,77122,1992,30,08,20,7693612,WA,Washington
2020-08-31,Washington,77718,2002,31,08,20,7693612,WA,Washington
2020-09-01,Washington,78061,2018,01,09,20,7693612,WA,Washington
2020-09-02,Washington,78554,2025,02,09,20,7693612,WA,Washington
2020-09-03,Washington,79120,2033,03,09,20,7693612,WA,Washington
2020-09-04,Washington,79721,2042,04,09,20,7693612,WA,Washington
2020-09-05,Washington,79900,2042,05,09,20,7693612,WA,Washington
2020-09-06,Washington,80369,2043,06,09,20,7693612,WA,Washington
2020-09-07,Washington,80485,2043,07,09,20,7693612,WA,Washington
2020-09-08,Washington,81048,2045,08,09,20,7693612,WA,Washington
2020-09-09,Washington,81528,2066,09,09,20,7693612,WA,Washington
2020-09-10,Washington,82125,2073,10,09,20,7693612,WA,Washington
2020-09-11,Washington,82590,2079,11,09,20,7693612,WA,Washington
2020-09-12,Washington,82957,2079,12,09,20,7693612,WA,Washington
2020-09-13,Washington,83177,2079,13,09,20,7693612,WA,Washington
2020-09-14,Washington,83861,2095,14,09,20,7693612,WA,Washington
2020-09-15,Washington,84222,2107,15,09,20,7693612,WA,Washington
2020-09-16,Washington,84714,2113,16,09,20,7693612,WA,Washington
2020-09-17,Washington,85101,2123,17,09,20,7693612,WA,Washington
2020-09-18,Washington,85583,2130,18,09,20,7693612,WA,Washington
2020-09-19,Washington,85886,2130,19,09,20,7693612,WA,Washington
2020-09-20,Washington,86169,2130,20,09,20,7693612,WA,Washington
2020-09-21,Washington,86803,2137,21,09,20,7693612,WA,Washington
2020-09-22,Washington,87233,2163,22,09,20,7693612,WA,Washington
2020-09-23,Washington,88042,2175,23,09,20,7693612,WA,Washington
2020-09-24,Washington,88597,2175,24,09,20,7693612,WA,Washington
2020-09-25,Washington,89149,2193,25,09,20,7693612,WA,Washington
2020-09-26,Washington,89514,2196,26,09,20,7693612,WA,Washington
2020-09-27,Washington,89822,2196,27,09,20,7693612,WA,Washington
2020-09-28,Washington,90596,2199,28,09,20,7693612,WA,Washington
2020-09-29,Washington,91011,2218,29,09,20,7693612,WA,Washington
2020-09-30,Washington,91560,2222,30,09,20,7693612,WA,Washington
2020-10-01,Washington,92166,2227,01,10,20,7693612,WA,Washington
2020-10-02,Washington,92727,2239,02,10,20,7693612,WA,Washington
2020-10-03,Washington,93160,2238,03,10,20,7693612,WA,Washington
2020-10-04,Washington,93527,2238,04,10,20,7693612,WA,Washington
2020-10-05,Washington,94202,2253,05,10,20,7693612,WA,Washington
2020-10-06,Washington,94694,2261,06,10,20,7693612,WA,Washington
2020-10-07,Washington,95500,2274,07,10,20,7693612,WA,Washington
2020-10-08,Washington,96227,2280,08,10,20,7693612,WA,Washington
2020-10-09,Washington,96837,2288,09,10,20,7693612,WA,Washington
2020-10-10,Washington,97223,2289,10,10,20,7693612,WA,Washington
2020-10-11,Washington,97527,2289,11,10,20,7693612,WA,Washington
2020-10-12,Washington,98265,2292,12,10,20,7693612,WA,Washington
2020-10-13,Washington,99311,2311,13,10,20,7693612,WA,Washington
2020-10-14,Washington,100068,2319,14,10,20,7693612,WA,Washington
2020-10-15,Washington,100838,2331,15,10,20,7693612,WA,Washington
2020-10-16,Washington,101533,2338,16,10,20,7693612,WA,Washington
2020-10-17,Washington,102054,2339,17,10,20,7693612,WA,Washington
2020-10-18,Washington,102403,2339,18,10,20,7693612,WA,Washington
2020-10-19,Washington,103323,2357,19,10,20,7693612,WA,Washington
2020-10-20,Washington,103845,2380,20,10,20,7693612,WA,Washington
2020-10-21,Washington,104624,2384,21,10,20,7693612,WA,Washington
2020-10-22,Washington,105364,2389,22,10,20,7693612,WA,Washington
2020-10-23,Washington,106189,2396,23,10,20,7693612,WA,Washington
2020-10-24,Washington,106772,2396,24,10,20,7693612,WA,Washington
2020-10-25,Washington,107270,2396,25,10,20,7693612,WA,Washington
2020-10-26,Washington,108393,2428,26,10,20,7693612,WA,Washington
2020-10-27,Washington,108966,2438,27,10,20,7693612,WA,Washington
2020-10-28,Washington,109865,2454,28,10,20,7693612,WA,Washington
2020-10-29,Washington,110748,2463,29,10,20,7693612,WA,Washington
2020-10-30,Washington,111893,2468,30,10,20,7693612,WA,Washington
2020-10-31,Washington,112580,2468,31,10,20,7693612,WA,Washington
2020-11-01,Washington,113109,2468,01,11,20,7693612,WA,Washington
2020-11-02,Washington,114787,2484,02,11,20,7693612,WA,Washington
2020-11-03,Washington,115608,2507,03,11,20,7693612,WA,Washington
2020-11-04,Washington,117091,2526,04,11,20,7693612,WA,Washington
2020-11-05,Washington,118459,2542,05,11,20,7693612,WA,Washington
2020-11-06,Washington,120123,2552,06,11,20,7693612,WA,Washington
2020-11-07,Washington,121220,2552,07,11,20,7693612,WA,Washington
2020-11-08,Washington,122310,2552,08,11,20,7693612,WA,Washington
2020-11-09,Washington,124560,2577,09,11,20,7693612,WA,Washington
2020-11-10,Washington,126091,2594,10,11,20,7693612,WA,Washington
2020-11-11,Washington,126886,2595,11,11,20,7693612,WA,Washington
2020-11-12,Washington,129672,2619,12,11,20,7693612,WA,Washington
2020-11-13,Washington,132183,2634,13,11,20,7693612,WA,Washington
2020-11-14,Washington,133612,2638,14,11,20,7693612,WA,Washington
2020-11-15,Washington,135365,2638,15,11,20,7693612,WA,Washington
2020-11-16,Washington,138602,2661,16,11,20,7693612,WA,Washington
2020-11-17,Washington,140923,2686,17,11,20,7693612,WA,Washington
2020-11-18,Washington,142511,2704,18,11,20,7693612,WA,Washington
2020-11-19,Washington,144968,2717,19,11,20,7693612,WA,Washington
2020-11-20,Washington,147251,2738,20,11,20,7693612,WA,Washington
2020-11-21,Washington,148691,2738,21,11,20,7693612,WA,Washington
2020-11-22,Washington,149703,2738,22,11,20,7693612,WA,Washington
2020-11-23,Washington,155336,2775,23,11,20,7693612,WA,Washington
2020-11-24,Washington,158234,2807,24,11,20,7693612,WA,Washington
2020-11-25,Washington,161207,2825,25,11,20,7693612,WA,Washington
2020-11-26,Washington,161911,2825,26,11,20,7693612,WA,Washington
2020-11-27,Washington,165230,2828,27,11,20,7693612,WA,Washington
2020-11-28,Washington,166736,2828,28,11,20,7693612,WA,Washington
2020-11-29,Washington,168333,2828,29,11,20,7693612,WA,Washington
2020-11-30,Washington,172175,2895,30,11,20,7693612,WA,Washington
2020-12-01,Washington,174969,2927,01,12,20,7693612,WA,Washington
2020-12-02,Washington,177929,2979,02,12,20,7693612,WA,Washington
2020-12-03,Washington,180125,3040,03,12,20,7693612,WA,Washington
2020-12-04,Washington,182758,3062,04,12,20,7693612,WA,Washington
2020-12-05,Washington,184079,3065,05,12,20,7693612,WA,Washington
2020-12-06,Washington,185505,3065,06,12,20,7693612,WA,Washington
2020-12-07,Washington,191468,3080,07,12,20,7693612,WA,Washington
2020-12-08,Washington,194788,3102,08,12,20,7693612,WA,Washington
2020-12-09,Washington,197973,3146,09,12,20,7693612,WA,Washington
2020-12-10,Washington,201179,3075,10,12,20,7693612,WA,Washington
2020-12-11,Washington,204484,3097,11,12,20,7693612,WA,Washington
2020-12-12,Washington,207399,3043,12,12,20,7693612,WA,Washington
2020-12-13,Washington,209385,3045,13,12,20,7693612,WA,Washington
2020-12-14,Washington,212342,3084,14,12,20,7693612,WA,Washington
2020-12-15,Washington,214085,3123,15,12,20,7693612,WA,Washington
2020-12-16,Washington,215310,3139,16,12,20,7693612,WA,Washington
2020-12-17,Washington,220628,3170,17,12,20,7693612,WA,Washington
2020-12-18,Washington,224594,3168,18,12,20,7693612,WA,Washington
2020-12-19,Washington,226551,3169,19,12,20,7693612,WA,Washington
2020-12-20,Washington,227049,3170,20,12,20,7693612,WA,Washington
2020-12-21,Washington,230642,3186,21,12,20,7693612,WA,Washington
2020-12-22,Washington,232204,3214,22,12,20,7693612,WA,Washington
2020-12-23,Washington,234832,3245,23,12,20,7693612,WA,Washington
2020-12-24,Washington,237269,3268,24,12,20,7693612,WA,Washington
2020-12-25,Washington,237689,3268,25,12,20,7693612,WA,Washington
2020-12-26,Washington,240763,3283,26,12,20,7693612,WA,Washington
2020-12-27,Washington,241036,3283,27,12,20,7693612,WA,Washington
2020-12-28,Washington,243547,3300,28,12,20,7693612,WA,Washington
2020-12-29,Washington,245692,3433,29,12,20,7693612,WA,Washington
2020-12-30,Washington,247455,3486,30,12,20,7693612,WA,Washington
2020-12-31,Washington,251064,3523,31,12,20,7693612,WA,Washington
2021-01-01,Washington,251585,3523,01,01,21,7693612,WA,Washington
2021-01-02,Washington,253290,3524,02,01,21,7693612,WA,Washington
2021-01-03,Washington,258557,3524,03,01,21,7693612,WA,Washington
2021-01-04,Washington,261328,3558,04,01,21,7693612,WA,Washington
2021-01-05,Washington,263713,3611,05,01,21,7693612,WA,Washington
2021-01-06,Washington,265790,3681,06,01,21,7693612,WA,Washington
2021-01-07,Washington,269033,3719,07,01,21,7693612,WA,Washington
2021-01-08,Washington,273142,3768,08,01,21,7693612,WA,Washington
2021-01-09,Washington,275832,3775,09,01,21,7693612,WA,Washington
2021-01-10,Washington,276333,3776,10,01,21,7693612,WA,Washington
2021-01-11,Washington,281071,3793,11,01,21,7693612,WA,Washington
2021-01-12,Washington,283363,3869,12,01,21,7693612,WA,Washington
2021-01-13,Washington,285690,3909,13,01,21,7693612,WA,Washington
2021-01-14,Washington,288127,3949,14,01,21,7693612,WA,Washington
2021-01-15,Washington,290288,3972,15,01,21,7693612,WA,Washington
2021-01-16,Washington,290896,3971,16,01,21,7693612,WA,Washington
2021-01-17,Washington,293296,3971,17,01,21,7693612,WA,Washington
2021-01-18,Washington,293739,3974,18,01,21,7693612,WA,Washington
2021-01-19,Washington,296519,4020,19,01,21,7693612,WA,Washington
2021-01-20,Washington,298487,4021,20,01,21,7693612,WA,Washington
2021-01-21,Washington,300420,4131,21,01,21,7693612,WA,Washington
2021-01-22,Washington,302546,4178,22,01,21,7693612,WA,Washington
2021-01-23,Washington,304107,4182,23,01,21,7693612,WA,Washington
2021-01-24,Washington,304523,4182,24,01,21,7693612,WA,Washington
2021-01-25,Washington,306489,4221,25,01,21,7693612,WA,Washington
2021-01-26,Washington,307880,4245,26,01,21,7693612,WA,Washington
2021-01-27,Washington,309604,4294,27,01,21,7693612,WA,Washington
2021-01-28,Washington,312042,4328,28,01,21,7693612,WA,Washington
2021-01-29,Washington,314033,4368,29,01,21,7693612,WA,Washington
2021-01-30,Washington,315448,4368,30,01,21,7693612,WA,Washington
2021-01-31,Washington,315769,4369,31,01,21,7693612,WA,Washington
2021-02-01,Washington,317703,4404,01,02,21,7693612,WA,Washington
2021-02-02,Washington,318967,4402,02,02,21,7693612,WA,Washington
2021-02-03,Washington,320502,4466,03,02,21,7693612,WA,Washington
2021-02-04,Washington,321940,4492,04,02,21,7693612,WA,Washington
2021-02-05,Washington,323334,4526,05,02,21,7693612,WA,Washington
2021-02-06,Washington,323748,4527,06,02,21,7693612,WA,Washington
2021-02-07,Washington,323947,4531,07,02,21,7693612,WA,Washington
2021-02-08,Washington,326625,4540,08,02,21,7693612,WA,Washington
2021-02-09,Washington,327397,4635,09,02,21,7693612,WA,Washington
2021-02-10,Washington,328246,4675,10,02,21,7693612,WA,Washington
2021-02-11,Washington,329170,4701,11,02,21,7693612,WA,Washington
2021-02-12,Washington,330427,4739,12,02,21,7693612,WA,Washington
2021-02-13,Washington,331033,4739,13,02,21,7693612,WA,Washington
2021-02-14,Washington,331164,4739,14,02,21,7693612,WA,Washington
2021-02-15,Washington,331305,4739,15,02,21,7693612,WA,Washington
2021-02-16,Washington,333185,4777,16,02,21,7693612,WA,Washington
2021-02-17,Washington,334284,4824,17,02,21,7693612,WA,Washington
2021-02-18,Washington,335338,4868,18,02,21,7693612,WA,Washington
2021-02-19,Washington,336184,4886,19,02,21,7693612,WA,Washington
2021-02-20,Washington,336819,4886,20,02,21,7693612,WA,Washington
2021-02-21,Washington,336945,4886,21,02,21,7693612,WA,Washington
2021-02-22,Washington,338309,4924,22,02,21,7693612,WA,Washington
2021-02-23,Washington,339051,4947,23,02,21,7693612,WA,Washington
2021-02-24,Washington,339913,4988,24,02,21,7693612,WA,Washington
2021-02-25,Washington,340997,5015,25,02,21,7693612,WA,Washington
2021-02-26,Washington,341941,5024,26,02,21,7693612,WA,Washington
2021-02-27,Washington,342574,5024,27,02,21,7693612,WA,Washington
2021-02-28,Washington,342644,5024,28,02,21,7693612,WA,Washington
2021-03-01,Washington,343723,5038,01,03,21,7693612,WA,Washington
2021-03-02,Washington,344516,5056,02,03,21,7693612,WA,Washington
2021-03-03,Washington,345193,5075,03,03,21,7693612,WA,Washington
2021-03-04,Washington,346030,5098,04,03,21,7693612,WA,Washington
2021-03-05,Washington,346733,5104,05,03,21,7693612,WA,Washington
2021-03-06,Washington,347301,5107,06,03,21,7693612,WA,Washington
2021-03-07,Washington,347391,5108,07,03,21,7693612,WA,Washington
2021-03-08,Washington,348485,5129,08,03,21,7693612,WA,Washington
2021-03-09,Washington,349196,5141,09,03,21,7693612,WA,Washington
2021-03-10,Washington,349881,5159,10,03,21,7693612,WA,Washington
